name,sgnum,numpeaks
2227704_0050,2,42
2227705_0050,2,33
2227708_0050,14,42
2227712_0050,55,21
2227715_0050,62,38
2227717_0050,15,43
2227718_0050,14,28
2227727_0050,14,42
2227734_0050,2,25
2227743_0050,2,26
2227744_0050,14,30
2227747_0050,15,24
2227752_0050,19,58
2227754_0050,14,18
2227764_0050,14,68
2227767_0050,14,75
2227773_0050,14,34
2227779_0050,62,20
2227789_0050,15,32
2227791_0050,14,22
2227796_0050,14,40
2227803_0050,15,13
2227807_0050,2,23
2227811_0050,5,33
2227815_0050,14,73
2227816_0050,19,56
2227821_0050,62,27
2227836_0050,15,26
2227839_0050,19,25
2227845_0050,60,16
2227846_0050,15,17
2227847_0050,2,40
2227849_0050,14,37
2227850_0050,63,12
2227851_0050,29,27
2227857_0050,14,22
2227859_0050,14,19
2227870_0050,2,61
2227871_0050,9,18
2227876_0050,19,52
2227877_0050,2,18
2227886_0050,14,70
2227902_0050,33,33
2227906_0050,2,69
2227907_0050,14,43
2227913_0050,61,12
2227914_0050,9,26
2227917_0050,14,50
2227918_0050,2,18
2227933_0050,14,87
2227934_0050,2,40
2227940_0050,2,20
2227941_0050,15,20
2227943_0050,14,29
2227956_0050,2,39
2227960_0050,14,23
2227962_0050,29,18
2227963_0050,19,37
2227964_0050,61,26
2227975_0050,14,32
2227987_0050,15,18
2227988_0050,2,57
2227989_0050,2,108
2227999_0050,14,43
2228002_0050,61,21
2228004_0050,19,37
2228005_0050,2,32
2228010_0050,14,28
2228012_0050,14,48
2228015_0050,14,43
2228018_0050,4,70
2228023_0050,4,49
2228025_0050,2,55
2228032_0050,2,41
2228039_0050,19,33
2228040_0050,2,107
2228043_0050,60,23
2228047_0050,14,22
2228048_0050,15,26
2228064_0050,2,58
2228077_0050,33,45
2228078_0050,2,22
2228081_0050,2,57
2228094_0050,18,13
2228097_0050,2,129
2228104_0050,19,73
2228107_0050,14,91
2228109_0050,2,36
2228113_0050,19,40
2228114_0050,2,53
2228124_0050,29,16
2228126_0050,14,46
2228130_0050,43,19
2228131_0050,19,23
2228133_0050,11,36
2228137_0050,14,90
2228142_0050,19,34
2228154_0050,2,21
2228163_0050,33,33
2228173_0050,14,28
2228175_0050,2,20
2228178_0050,14,35
2228180_0050,14,63
2228192_0050,14,40
2228196_0050,2,36
2228199_0050,14,68
2228203_0050,2,47
2228210_0050,19,47
2228213_0050,61,14
2228214_0050,19,38
2228235_0050,33,26
2228236_0050,15,33
2228238_0050,61,20
2228240_0050,2,34
2228244_0050,14,83
2228245_0050,19,40
2228247_0050,29,17
2228251_0050,14,38
2228253_0050,19,22
2228268_0050,14,44
2228271_0050,2,26
2228274_0050,2,29
2228275_0050,14,33
2228278_0050,62,19
2228279_0050,15,34
2228281_0050,14,31
2228294_0050,9,23
2228300_0050,19,25
2228302_0050,61,34
2228307_0050,14,55
2228309_0050,4,34
2228314_0050,14,33
2228317_0050,2,50
2228324_0050,14,20
2228325_0050,61,56
2228329_0050,9,25
2228334_0050,60,9
2228337_0050,15,25
2228340_0050,14,65
2228346_0050,14,51
2228356_0050,14,27
2228357_0050,2,90
2228359_0050,14,71
2228366_0050,4,27
2228368_0050,14,39
2228369_0050,19,75
2228370_0050,14,38
2228372_0050,14,47
2228377_0050,4,32
2228378_0050,2,48
2228382_0050,2,92
2228385_0050,14,39
2228388_0050,14,11
2228389_0050,14,26
2228391_0050,52,10
2228395_0050,2,106
2228400_0050,60,18
2228401_0050,14,85
2228402_0050,74,19
2228411_0050,14,26
2228414_0050,29,25
2228415_0050,2,68
2228420_0050,61,77
2228429_0050,60,8
2228453_0050,60,11
2228455_0050,29,27
2228458_0050,19,23
2228459_0050,14,40
2228460_0050,14,56
2228461_0050,2,24
2228472_0050,14,34
2228478_0050,19,35
2228479_0050,2,74
2228486_0050,2,22
2228487_0050,2,31
2228488_0050,2,46
2228493_0050,19,58
2228494_0050,14,31
2228498_0050,14,51
2228514_0050,14,20
2228528_0050,2,52
2228537_0050,2,74
2228538_0050,15,70
2228539_0050,15,40
2228549_0050,13,66
2228551_0050,19,30
2228552_0050,61,24
2228559_0050,14,83
2228560_0050,61,30
2228565_0050,33,18
2228568_0050,14,11
2228576_0050,19,56
2228577_0050,14,33
2228578_0050,61,13
2228581_0050,61,15
2228582_0050,15,19
2228583_0050,14,53
2228598_0050,13,58
2228603_0050,60,25
2228609_0050,2,15
2228624_0050,19,38
2228626_0050,19,38
2228629_0050,14,64
2228633_0050,14,62
2228644_0050,2,16
2228645_0050,9,80
2228662_0050,15,48
2228667_0050,61,65
2228668_0050,2,55
2228671_0050,14,27
2228673_0050,2,34
2228677_0050,19,20
2228690_0050,2,41
2228694_0050,2,26
2228706_0050,33,65
2228711_0050,15,61
2228726_0050,19,37
2228747_0050,15,40
2228748_0050,19,60
2228752_0050,33,16
2228753_0050,2,93
2228760_0050,19,27
2228766_0050,14,32
2228768_0050,2,70
2228771_0050,14,66
2228778_0050,14,47
2228780_0050,15,25
2228782_0050,2,36
2228783_0050,14,54
2228785_0050,15,14
2228807_0050,2,90
2228809_0050,9,26
2228810_0050,14,41
2228818_0050,14,19
2228820_0050,14,27
2228821_0050,14,26
2228823_0050,33,40
2228829_0050,14,24
2228831_0050,15,72
2228835_0050,15,34
2228839_0050,2,57
2228844_0050,14,123
2228845_0050,15,22
2228849_0050,14,89
2228858_0050,2,57
2228861_0050,14,32
2228865_0050,2,66
2228871_0050,14,43
2228879_0050,56,30
2228887_0050,4,26
2228889_0050,2,148
2228890_0050,43,15
2228891_0050,5,39
2228896_0050,15,28
2228899_0050,29,26
2228908_0050,9,7
2228915_0050,14,37
2228923_0050,14,65
2228927_0050,14,39
2228946_0050,61,40
2228947_0050,19,22
2228957_0050,15,83
2228958_0050,14,16
2228961_0050,33,24
2228964_0050,14,51
2228965_0050,19,69
2228969_0050,14,47
2228977_0050,2,74
2228979_0050,2,97
2228982_0050,2,34
2228983_0050,13,41
2228984_0050,14,50
2228995_0050,61,10
2228996_0050,2,71
2228998_0050,19,26
2228999_0050,2,44
2229003_0050,14,46
2229008_0050,4,29
2229014_0050,33,22
2229018_0050,14,79
2229019_0050,2,25
2229026_0050,2,31
2229027_0050,14,47
2229035_0050,29,18
2229040_0050,61,19
2229047_0050,61,13
2229048_0050,61,8
2229053_0050,14,74
2229056_0050,33,13
2229070_0050,4,27
2229072_0050,14,16
2229078_0050,2,75
2229081_0050,61,14
2229083_0050,2,19
2229091_0050,14,39
2229093_0050,2,43
2229095_0050,52,20
2229109_0050,14,46
2229116_0050,14,50
2229122_0050,4,21
2229123_0050,29,20
2229125_0050,14,71
2229134_0050,61,52
2229138_0050,14,7
2229145_0050,2,30
2229151_0050,14,37
2229156_0050,2,44
2229159_0050,15,28
2229171_0050,1,114
2229173_0050,19,47
2229176_0050,19,32
2229184_0050,14,43
2229188_0050,2,28
2229193_0050,2,43
2229194_0050,61,38
2229196_0050,2,45
2229199_0050,13,97
2229200_0050,14,51
2229203_0050,19,21
2229205_0050,2,72
2229206_0050,14,70
2229207_0050,61,20
2229210_0050,14,48
2229211_0050,4,66
2229214_0050,2,34
2229218_0050,14,101
2229225_0050,2,26
2229226_0050,14,41
2229227_0050,60,20
2229231_0050,2,61
2229238_0050,14,20
2229244_0050,13,37
2229248_0050,14,66
2229249_0050,14,77
2229253_0050,14,38
2229254_0050,2,104
2229257_0050,14,89
2229266_0050,15,21
2229268_0050,14,64
2229270_0050,2,49
2229274_0050,14,72
2229275_0050,19,27
2229277_0050,33,28
2229280_0050,60,45
2229290_0050,14,22
2229291_0050,61,44
2229294_0050,19,68
2229296_0050,2,65
2229313_0050,61,21
2229314_0050,14,62
2229319_0050,2,19
2229321_0050,14,34
2229338_0050,2,40
2229339_0050,14,111
2229348_0050,2,39
2229354_0050,60,23
2229360_0050,2,41
2229363_0050,2,29
2229373_0050,15,14
2229378_0050,14,109
2229390_0050,19,22
2229396_0050,2,68
2229398_0050,13,25
2229402_0050,14,28
2229403_0050,2,130
2229404_0050,2,28
2229411_0050,19,25
2229419_0050,61,32
2229423_0050,14,24
2229426_0050,14,28
2229427_0050,14,63
2229430_0050,14,75
2229439_0050,14,34
2229441_0050,2,69
2229442_0050,14,12
2229446_0050,14,20
2229447_0050,2,85
2229456_0050,14,81
2229458_0050,14,36
2229466_0050,29,67
2229467_0050,15,29
2229470_0050,2,24
2229478_0050,4,65
2229480_0050,14,47
2229485_0050,14,76
2229494_0050,4,19
2229503_0050,2,62
2229504_0050,19,44
2229510_0050,14,28
2229511_0050,2,80
2229513_0050,14,17
2229514_0050,14,58
2229515_0050,14,64
2229517_0050,2,59
2229525_0050,14,12
2229527_0050,15,67
2229528_0050,60,54
2229544_0050,14,111
2229550_0050,19,32
2229551_0050,2,27
2229558_0050,14,14
2229564_0050,19,100
2229574_0050,14,44
2229576_0050,14,18
2229578_0050,15,35
2229579_0050,4,30
2229588_0050,15,62
2229589_0050,14,99
2229612_0050,2,95
2229613_0050,14,69
2229620_0050,19,38
2229632_0050,29,24
2229633_0050,14,25
2229639_0050,61,11
2229649_0050,14,37
2229650_0050,19,97
2229651_0050,33,21
2229667_0050,2,60
2229679_0050,56,29
2229692_0050,15,19
2229694_0050,14,67
2229696_0050,14,34
2229704_0050,2,50
2229710_0050,2,39
2229715_0050,14,51
2229720_0050,14,91
2229737_0050,2,39
2229738_0050,14,96
2229743_0050,2,42
2229748_0050,14,18
2229752_0050,2,23
2229767_0050,18,20
2229768_0050,2,25
2229770_0050,14,61
2229772_0050,2,38
2229782_0050,14,97
2229791_0050,31,15
2229792_0050,14,49
2229797_0050,14,34
2229810_0050,14,64
2229815_0050,14,69
2229819_0050,19,29
2229820_0050,14,20
2229824_0050,14,62
2229828_0050,14,12
2229830_0050,14,60
2229835_0050,14,6
2229838_0050,4,27
2229844_0050,15,75
2229847_0050,14,47
2229857_0050,61,34
2229858_0050,14,36
2229860_0050,20,64
2229877_0050,33,11
2229884_0050,2,64
2229900_0050,14,49
2229907_0050,61,8
2229916_0050,33,6
2229919_0050,61,38
2229920_0050,19,27
2229925_0050,2,32
2229926_0050,14,27
2229930_0050,2,78
2229934_0050,14,79
2229939_0050,14,51
2229942_0050,15,61
2229951_0050,2,77
2229952_0050,14,54
2229961_0050,15,35
2229966_0050,61,20
2229973_0050,14,24
2229975_0050,15,31
2229976_0050,14,37
2229980_0050,19,55
2229983_0050,2,18
2229985_0050,14,51
2229989_0050,2,76
2229999_0050,14,75
2230014_0050,33,52
2230015_0050,14,27
2230019_0050,19,43
2230022_0050,61,13
2230023_0050,4,25
2230024_0050,14,98
2230026_0050,14,17
2230029_0050,14,35
2230030_0050,14,34
2230035_0050,19,20
2230045_0050,14,28
2230047_0050,2,49
2230056_0050,14,13
2230058_0050,2,62
2230060_0050,4,75
2230062_0050,32,15
2230066_0050,2,64
2230070_0050,2,42
2230074_0050,2,44
2230081_0050,14,37
2230082_0050,14,56
2230087_0050,13,18
2230095_0050,14,52
2230099_0050,15,35
2230111_0050,14,20
2230113_0050,11,33
2230118_0050,2,19
2230119_0050,14,52
2230126_0050,14,103
2230132_0050,14,23
2230137_0050,19,42
2230142_0050,2,20
2230143_0050,14,101
2230147_0050,2,69
2230157_0050,14,59
2230162_0050,14,43
2230163_0050,14,42
2230166_0050,4,36
2230172_0050,2,89
2230182_0050,19,22
2230184_0050,60,17
2230194_0050,19,69
2230196_0050,19,19
2230200_0050,14,55
2230203_0050,19,28
2230205_0050,2,100
2230209_0050,14,49
2230212_0050,2,60
2230221_0050,14,35
2230233_0050,2,55
2230238_0050,15,84
2230241_0050,2,103
2230250_0050,2,15
2230259_0050,14,36
2230261_0050,14,7
2230267_0050,2,10
2230269_0050,4,22
2230270_0050,14,42
2230279_0050,14,47
2230283_0050,14,15
2230285_0050,14,25
2230286_0050,2,32
2230295_0050,15,26
2230299_0050,19,23
2230300_0050,19,15
2230313_0050,14,29
2230316_0050,2,48
2230317_0050,2,36
2230321_0050,2,47
2230324_0050,14,29
2230325_0050,19,59
2230333_0050,19,40
2230343_0050,61,32
2230344_0050,14,77
2230346_0050,4,26
2230350_0050,2,40
2230353_0050,29,4
2230355_0050,19,62
2230363_0050,45,25
2230364_0050,14,33
2230367_0050,14,30
2230369_0050,14,90
2230380_0050,4,40
2230384_0050,19,10
2230392_0050,2,14
2230395_0050,19,38
2230400_0050,61,9
2230401_0050,61,34
2230408_0050,14,20
2230421_0050,14,20
2230426_0050,60,26
2230427_0050,14,40
2230428_0050,14,42
2230435_0050,14,16
2230443_0050,14,34
2230450_0050,61,13
2230451_0050,2,26
2230453_0050,14,87
2230455_0050,2,95
2230460_0050,2,122
2230463_0050,14,30
2230474_0050,14,45
2230476_0050,62,7
2230480_0050,2,31
2230481_0050,33,15
2230487_0050,2,29
2230495_0050,4,14
2230496_0050,14,109
2230505_0050,2,113
2230507_0050,66,36
2230510_0050,14,22
2230512_0050,2,101
2230514_0050,14,30
2230526_0050,19,23
2230534_0050,15,26
2230542_0050,2,38
2230551_0050,5,24
2230552_0050,14,20
2230559_0050,14,110
2230574_0050,15,37
2230576_0050,2,108
2230581_0050,2,71
2230582_0050,14,38
2230601_0050,2,48
2230602_0050,4,48
2230607_0050,19,59
2230608_0050,14,57
2230609_0050,15,46
2230617_0050,14,27
2230619_0050,15,33
2230623_0050,56,9
2230624_0050,61,67
2230627_0050,14,55
2230631_0050,2,68
2230634_0050,14,48
2230636_0050,14,52
2230640_0050,61,16
2230642_0050,2,21
2230643_0050,14,26
2230645_0050,4,29
2230646_0050,2,57
2230649_0050,15,24
2230651_0050,14,68
2230654_0050,19,17
2230658_0050,2,53
2230663_0050,19,43
2230669_0050,14,41
2230678_0050,14,50
2230683_0050,1,33
2230684_0050,14,37
2230686_0050,2,72
2230687_0050,33,9
2230690_0050,2,19
2230696_0050,2,37
2230698_0050,14,52
2230700_0050,61,18
2230706_0050,2,86
2230708_0050,61,14
2230714_0050,14,58
2230717_0050,14,28
2230721_0050,14,47
2230722_0050,14,13
2230724_0050,14,30
2230730_0050,14,14
2230742_0050,2,77
2230743_0050,33,27
2230748_0050,14,54
2230749_0050,14,41
2230764_0050,14,42
2230766_0050,14,37
2230767_0050,14,19
2230776_0050,14,44
2230780_0050,61,17
2230785_0050,61,99
2230787_0050,14,59
2230802_0050,15,43
2230806_0050,43,47
2230808_0050,61,12
2230817_0050,14,23
2230820_0050,61,50
2230823_0050,61,33
2230825_0050,2,28
2230827_0050,19,28
2230831_0050,4,30
2230847_0050,14,41
2230849_0050,4,75
2230850_0050,14,38
2230851_0050,14,32
2230853_0050,2,34
2230857_0050,19,78
2230860_0050,14,20
2230864_0050,33,4
2230869_0050,15,69
2230878_0050,2,64
2230880_0050,14,12
2230881_0050,14,26
2230887_0050,12,31
2230890_0050,14,24
2230903_0050,14,25
2230905_0050,2,74
2230915_0050,14,61
2230918_0050,19,15
2230921_0050,14,14
2230925_0050,14,101
2230928_0050,14,105
2230940_0050,61,26
2230943_0050,14,41
2230947_0050,2,60
2230954_0050,14,38
2230956_0050,2,63
2230958_0050,29,10
2230962_0050,19,25
2230963_0050,15,49
2230964_0050,33,23
2230965_0050,2,96
2230968_0050,2,58
2230969_0050,2,20
2230976_0050,14,45
2230988_0050,14,42
2230991_0050,2,25
2231006_0050,14,88
2231021_0050,14,46
2231029_0050,14,31
2231032_0050,14,12
2231035_0050,2,64
2231036_0050,2,78
2231041_0050,62,17
2231057_0050,2,28
2231059_0050,14,57
2231060_0050,14,26
2231061_0050,14,41
2231063_0050,14,108
2231067_0050,2,43
2231069_0050,4,19
2231071_0050,2,63
2231072_0050,13,61
2231091_0050,60,14
2231093_0050,19,71
2231095_0050,61,86
2231101_0050,14,68
2231106_0050,15,48
2231114_0050,2,51
2231118_0050,2,34
2231122_0050,14,23
2231134_0050,2,57
2231137_0050,14,34
2231138_0050,19,58
2231150_0050,62,16
2231154_0050,2,49
2231165_0050,14,39
2231169_0050,14,66
2231175_0050,15,23
2231190_0050,61,15
2231194_0050,14,64
2231196_0050,14,16
2231197_0050,33,13
2231209_0050,2,15
2231210_0050,2,47
2231215_0050,14,16
2231223_0050,19,27
2231226_0050,4,59
2231233_0050,19,25
2231237_0050,14,54
2231242_0050,14,67
2231255_0050,14,19
2231257_0050,61,10
2231259_0050,15,30
2231263_0050,2,29
2231269_0050,15,41
2231285_0050,14,89
2231293_0050,33,33
2231295_0050,2,16
2231306_0050,2,79
2231309_0050,12,63
2231332_0050,2,23
2231335_0050,29,11
2231336_0050,15,21
2231347_0050,14,64
2231351_0050,29,26
2231355_0050,14,36
2231359_0050,14,107
2231363_0050,4,38
2231370_0050,2,23
2231373_0050,4,24
2231377_0050,19,38
2231379_0050,2,93
2231381_0050,19,18
2231382_0050,15,38
2231383_0050,19,47
2231390_0050,2,80
2231393_0050,15,46
2231397_0050,14,47
2231411_0050,14,78
2231414_0050,2,39
2231420_0050,14,24
2231425_0050,15,20
2231426_0050,15,31
2231431_0050,14,35
2231442_0050,2,69
2231458_0050,2,70
2231460_0050,19,38
2231464_0050,14,44
2231469_0050,14,38
2231471_0050,4,45
2231476_0050,2,23
2231480_0050,2,57
2231481_0050,14,13
2231486_0050,19,49
2231491_0050,29,46
2231499_0050,14,37
2231500_0050,60,14
2231508_0050,14,52
2231509_0050,14,98
2231515_0050,60,23
2231528_0050,18,16
2231529_0050,19,99
2231531_0050,14,15
2231532_0050,19,39
2231533_0050,14,12
2231537_0050,2,9
2231541_0050,14,47
2231542_0050,14,44
2231544_0050,14,22
2231547_0050,14,63
2231551_0050,2,51
2231557_0050,14,33
2231558_0050,14,31
2231562_0050,62,5
2231567_0050,14,94
2231578_0050,14,11
2231581_0050,14,24
2231585_0050,61,11
2231586_0050,29,21
2231596_0050,2,32
2231604_0050,2,96
2231617_0050,19,31
2231618_0050,60,24
2231619_0050,33,18
2231639_0050,14,26
2231641_0050,15,46
2231646_0050,14,32
2231648_0050,19,34
2231652_0050,14,38
2231656_0050,14,79
2231657_0050,2,64
2231662_0050,61,13
2231670_0050,14,43
2231693_0050,61,51
2231696_0050,4,41
2231723_0050,14,24
2231731_0050,19,63
2231752_0050,14,57
2231754_0050,14,30
2231757_0050,14,80
2231761_0050,61,35
2231762_0050,2,27
2231763_0050,14,46
2231765_0050,2,57
2231771_0050,2,68
2231783_0050,33,41
2231785_0050,4,51
2231787_0050,2,50
2231789_0050,14,58
2231791_0050,2,114
2231792_0050,19,29
2231797_0050,14,73
2231802_0050,15,41
2231808_0050,15,85
2231812_0050,14,90
2231814_0050,2,55
2231818_0050,14,59
2231822_0050,2,52
2231826_0050,2,90
2231831_0050,9,23
2231834_0050,62,19
2231835_0050,4,32
2231838_0050,19,51
2231841_0050,2,76
2231851_0050,4,31
2231855_0050,19,26
2231860_0050,60,11
2231861_0050,14,40
2231865_0050,15,43
2231866_0050,14,39
2231878_0050,19,40
2231885_0050,14,33
2231892_0050,14,9
2231894_0050,14,42
2231900_0050,2,37
2231902_0050,2,51
2231905_0050,14,28
2231906_0050,14,44
2231914_0050,18,29
2231924_0050,14,12
2231933_0050,33,15
2231944_0050,14,36
2231953_0050,14,61
2231958_0050,15,71
2231963_0050,19,63
2231966_0050,14,90
2231967_0050,14,26
2231973_0050,2,103
2231980_0050,61,46
2231991_0050,14,47
2231995_0050,14,30
2232001_0050,19,12
2232010_0050,2,39
2232011_0050,14,38
2232012_0050,14,79
2232020_0050,14,78
2232021_0050,2,69
2232026_0050,2,61
2232028_0050,14,78
2232030_0050,61,30
2232031_0050,14,67
2232033_0050,14,53
2232035_0050,4,36
2232062_0050,14,53
2232063_0050,2,68
2232065_0050,2,32
2232088_0050,2,29
2232099_0050,14,17
2232106_0050,15,30
2232108_0050,15,35
2232111_0050,18,19
2232114_0050,33,32
2232119_0050,14,15
2232120_0050,7,40
2232124_0050,14,32
2232126_0050,2,89
2232127_0050,33,15
2232131_0050,4,97
2232134_0050,14,42
2232136_0050,2,93
2232139_0050,19,28
2232145_0050,19,45
2232162_0050,2,90
2232164_0050,2,71
2232165_0050,2,35
2232178_0050,2,26
2232184_0050,14,41
2232187_0050,4,18
2232189_0050,61,29
2232190_0050,14,58
2232194_0050,29,30
2232198_0050,2,74
2232200_0050,2,63
2232216_0050,2,118
2232224_0050,2,103
2232229_0050,14,38
2232231_0050,14,57
2232235_0050,9,28
2232237_0050,4,43
2232241_0050,19,23
2232244_0050,2,35
2232247_0050,14,17
2232249_0050,2,41
2232257_0050,2,92
2232261_0050,15,24
2232273_0050,15,45
2232279_0050,14,21
2232287_0050,14,53
2232288_0050,14,28
2232293_0050,2,24
2232297_0050,61,31
2232299_0050,9,25
2232302_0050,14,93
2232308_0050,61,28
2232318_0050,4,42
2232319_0050,14,41
2232342_0050,14,113
2232347_0050,15,42
2232351_0050,61,51
2232352_0050,61,32
2232353_0050,14,36
2232354_0050,2,27
2232356_0050,2,13
2232360_0050,61,60
2232361_0050,33,21
2232362_0050,19,21
2232378_0050,61,33
2232385_0050,14,25
2232386_0050,13,9
2232388_0050,19,22
2232390_0050,14,34
2232391_0050,14,49
2232403_0050,19,55
2232404_0050,2,35
2232412_0050,14,88
2232416_0050,14,27
2232420_0050,61,10
2232424_0050,2,45
2232425_0050,19,31
2232434_0050,2,20
2232435_0050,15,40
2232439_0050,14,36
2232443_0050,14,64
2232461_0050,14,50
2232477_0050,14,55
2232478_0050,2,51
2232481_0050,4,29
2232501_0050,19,74
2232507_0050,19,51
2232512_0050,61,22
2232513_0050,14,37
2232516_0050,14,15
2232518_0050,2,70
2232532_0050,19,56
2232535_0050,15,74
2232541_0050,2,42
2232544_0050,2,80
2232558_0050,2,24
2232561_0050,61,70
2232563_0050,15,35
2232567_0050,4,63
2232577_0050,14,59
2232579_0050,2,54
2232585_0050,29,21
2232589_0050,15,21
2232598_0050,60,21
2232603_0050,14,62
2232610_0050,14,40
2232614_0050,4,52
2232624_0050,2,81
2232625_0050,2,55
2232629_0050,14,51
2232631_0050,14,55
2232632_0050,61,49
2232637_0050,14,14
2232646_0050,11,56
2232647_0050,15,30
2232649_0050,2,21
2232656_0050,14,26
2232659_0050,2,49
2232665_0050,2,36
2232669_0050,14,29
2232679_0050,14,84
2232680_0050,2,24
2232682_0050,15,40
2232686_0050,4,56
2232694_0050,61,22
2232696_0050,33,21
2232710_0050,36,11
2232720_0050,61,7
2232721_0050,14,65
2232722_0050,19,43
2232725_0050,15,44
2232730_0050,14,70
2232735_0050,14,66
2232743_0050,2,48
2232761_0050,19,64
2232763_0050,14,82
2232765_0050,14,56
2232766_0050,33,34
2232769_0050,59,7
2232777_0050,61,23
2232779_0050,33,37
2232781_0050,15,39
2232783_0050,2,105
2232787_0050,1,47
2232795_0050,15,83
2232797_0050,62,10
2232805_0050,15,52
2232807_0050,2,37
2232815_0050,2,59
2232817_0050,61,11
2232819_0050,14,42
2232825_0050,14,17
2232826_0050,2,69
2232831_0050,29,9
2232834_0050,4,18
2232840_0050,14,53
2232841_0050,5,23
2232855_0050,14,28
2232864_0050,62,20
2232865_0050,14,88
2232873_0050,19,23
2232887_0050,33,14
2232889_0050,2,108
2232895_0050,60,14
2232900_0050,2,39
2232901_0050,15,42
2232906_0050,2,20
2232907_0050,2,19
2232911_0050,14,34
2232912_0050,14,86
2232916_0050,14,52
2232919_0050,2,25
2232923_0050,2,31
2232926_0050,2,14
2232930_0050,14,32
2232937_0050,15,34
2232942_0050,61,18
2232945_0050,2,58
2232946_0050,19,91
2232947_0050,14,53
2232948_0050,2,43
2232955_0050,19,56
2232959_0050,60,7
2232960_0050,14,27
2232967_0050,14,39
2232970_0050,2,28
2232976_0050,14,35
2232978_0050,14,68
2232979_0050,14,11
2232983_0050,2,57
2232990_0050,14,49
2233005_0050,40,7
2233007_0050,15,35
2233010_0050,2,87
2233014_0050,33,26
2233021_0050,2,56
2233031_0050,2,33
2233033_0050,9,75
2233036_0050,15,30
2233038_0050,15,17
2233043_0050,2,15
2233044_0050,14,32
2233048_0050,14,41
2233050_0050,14,38
2233052_0050,2,15
2233057_0050,60,12
2233059_0050,61,20
2233065_0050,15,33
2233069_0050,15,35
2233070_0050,61,8
2233076_0050,2,86
2233078_0050,2,74
2233082_0050,2,31
2233099_0050,61,42
2233106_0050,29,29
2233108_0050,19,41
2233109_0050,14,46
2233111_0050,62,17
2233118_0050,33,17
2233120_0050,2,64
2233129_0050,61,51
2233141_0050,14,28
2233148_0050,61,13
2233157_0050,14,30
2233160_0050,61,34
2233165_0050,14,33
2233166_0050,61,13
2233168_0050,14,70
2233169_0050,2,45
2233172_0050,14,22
2233173_0050,56,16
2233174_0050,15,94
2233175_0050,15,29
2233185_0050,15,36
2233201_0050,61,21
2233207_0050,14,20
2233213_0050,14,85
2233229_0050,14,42
2233231_0050,2,13
2233232_0050,33,7
2233234_0050,19,15
2233241_0050,19,41
2233242_0050,2,76
2233246_0050,9,29
2233248_0050,14,66
2233252_0050,14,45
2233253_0050,14,30
2233274_0050,19,55
2233286_0050,2,24
2233288_0050,19,39
2233290_0050,14,29
2233291_0050,61,27
2233310_0050,14,97
2233315_0050,33,20
2233322_0050,61,34
2233323_0050,14,36
2233327_0050,19,67
2233330_0050,61,14
2233333_0050,56,14
2233340_0050,1,22
2233351_0050,33,13
2233352_0050,2,58
2233362_0050,14,55
2233375_0050,2,45
2233378_0050,61,55
2233383_0050,14,26
2233384_0050,4,32
2233392_0050,60,34
2233394_0050,15,25
2233397_0050,2,22
2233398_0050,2,34
2233401_0050,2,18
2233403_0050,2,50
2233408_0050,19,66
2233413_0050,14,27
2233418_0050,2,79
2233420_0050,4,35
2233427_0050,2,42
2233435_0050,15,58
2233436_0050,14,43
2233457_0050,2,46
2233464_0050,19,37
2233467_0050,19,60
2233468_0050,15,26
2233470_0050,19,32
2233471_0050,2,23
2233473_0050,15,22
2233474_0050,19,38
2233480_0050,33,16
2233483_0050,2,21
2233485_0050,14,51
2233486_0050,19,46
2233490_0050,19,55
2233494_0050,18,44
2233497_0050,2,46
2233499_0050,2,78
2233501_0050,14,36
2233502_0050,14,35
2233506_0050,2,38
2233508_0050,14,40
2233518_0050,14,20
2233525_0050,14,43
2233527_0050,7,16
2233528_0050,14,87
2233535_0050,2,14
2233539_0050,14,43
2233541_0050,14,24
2233544_0050,61,67
2233555_0050,14,38
2233571_0050,61,19
2233573_0050,19,33
2233578_0050,14,15
2233583_0050,33,23
2233584_0050,15,61
2233588_0050,2,66
2233594_0050,61,17
2233597_0050,61,15
2233604_0050,61,36
2233616_0050,19,28
2233620_0050,33,14
2233621_0050,61,60
2233623_0050,2,41
2233627_0050,61,33
2233629_0050,19,14
2233630_0050,60,36
2233632_0050,4,31
2233635_0050,14,33
2233637_0050,4,31
2233644_0050,14,94
2233645_0050,54,54
2233649_0050,14,99
2233654_0050,2,30
2233656_0050,14,22
2233658_0050,15,85
2233661_0050,2,26
2233663_0050,2,53
2233666_0050,14,37
2233669_0050,2,26
2233675_0050,14,17
2233676_0050,19,83
2233677_0050,2,18
2233679_0050,14,26
2233686_0050,2,29
2233698_0050,14,35
2233708_0050,2,42
2233710_0050,61,43
2233714_0050,2,25
2233719_0050,14,85
2233722_0050,14,49
2233727_0050,31,15
2233742_0050,14,43
2233744_0050,14,72
2233745_0050,14,25
2233746_0050,2,41
2233758_0050,14,75
2233759_0050,61,26
2233762_0050,14,31
2233768_0050,14,36
2233776_0050,4,50
2233780_0050,4,30
2233781_0050,2,37
2233784_0050,2,40
2233788_0050,29,34
2233789_0050,14,42
2233794_0050,33,14
2233798_0050,9,52
2233799_0050,15,40
2233807_0050,14,30
2233808_0050,11,25
2233810_0050,14,32
2233814_0050,14,70
2233818_0050,14,24
2233827_0050,19,38
2233830_0050,9,93
2233842_0050,14,49
2233847_0050,61,20
2233862_0050,19,66
