name,sgnum,numpeaks
2216713_0050,61,16
2216718_0050,14,87
2216720_0050,14,71
2216723_0050,2,52
2216726_0050,14,62
2216732_0050,14,56
2216733_0050,15,36
2216734_0050,14,64
2216735_0050,14,27
2216739_0050,14,36
2216746_0050,13,34
2216749_0050,15,27
2216759_0050,4,22
2216760_0050,2,29
2216765_0050,5,49
2216766_0050,14,80
2216767_0050,15,51
2216768_0050,14,93
2216775_0050,2,57
2216777_0050,2,40
2216778_0050,29,7
2216780_0050,2,96
2216782_0050,14,56
2216794_0050,15,32
2216801_0050,19,9
2216802_0050,14,88
2216803_0050,14,43
2216804_0050,15,61
2216805_0050,5,22
2216806_0050,2,81
2216809_0050,2,87
2216815_0050,4,31
2216824_0050,14,47
2216825_0050,61,41
2216827_0050,14,53
2216828_0050,14,37
2216831_0050,2,32
2216835_0050,15,35
2216844_0050,14,26
2216848_0050,19,73
2216857_0050,2,51
2216862_0050,29,9
2216870_0050,2,80
2216871_0050,2,40
2216872_0050,2,27
2216874_0050,14,26
2216880_0050,60,24
2216881_0050,61,25
2216888_0050,19,73
2216898_0050,15,39
2216899_0050,14,22
2216900_0050,61,17
2216907_0050,14,22
2216910_0050,2,67
2216912_0050,61,27
2216913_0050,14,16
2216918_0050,61,21
2216932_0050,2,93
2216942_0050,14,70
2216945_0050,14,55
2216950_0050,14,24
2216955_0050,15,21
2216958_0050,19,26
2216967_0050,15,35
2216970_0050,2,38
2216971_0050,14,24
2216973_0050,43,21
2216975_0050,4,25
2216976_0050,14,20
2216977_0050,14,28
2216978_0050,2,16
2216986_0050,19,26
2216987_0050,19,42
2216992_0050,14,47
2216994_0050,2,55
2216995_0050,19,49
2217002_0050,15,48
2217004_0050,15,14
2217013_0050,62,27
2217015_0050,15,50
2217023_0050,61,60
2217025_0050,14,23
2217034_0050,14,34
2217037_0050,19,31
2217039_0050,15,42
2217047_0050,61,15
2217053_0050,15,19
2217054_0050,2,12
2217065_0050,4,36
2217071_0050,19,49
2217077_0050,14,63
2217078_0050,60,14
2217079_0050,14,56
2217088_0050,61,12
2217090_0050,14,35
2217095_0050,148,19
2217098_0050,61,21
2217103_0050,19,27
2217114_0050,61,20
2217125_0050,14,56
2217129_0050,19,81
2217132_0050,62,65
2217135_0050,2,124
2217136_0050,14,94
2217147_0050,19,29
2217157_0050,14,37
2217163_0050,14,38
2217171_0050,2,31
2217176_0050,2,52
2217188_0050,2,74
2217190_0050,19,25
2217193_0050,14,22
2217202_0050,61,70
2217210_0050,2,74
2217213_0050,15,26
2217215_0050,61,40
2217224_0050,14,33
2217225_0050,2,18
2217240_0050,4,30
2217245_0050,14,60
2217246_0050,19,54
2217248_0050,19,114
2217253_0050,14,45
2217254_0050,14,14
2217263_0050,15,18
2217271_0050,15,17
2217275_0050,19,22
2217276_0050,15,25
2217279_0050,14,93
2217281_0050,14,41
2217282_0050,1,30
2217289_0050,2,94
2217301_0050,1,25
2217303_0050,2,82
2217305_0050,43,13
2217307_0050,14,42
2217308_0050,14,24
2217312_0050,1,23
2217321_0050,14,79
2217324_0050,2,44
2217327_0050,2,84
2217328_0050,13,24
2217331_0050,2,100
2217339_0050,14,44
2217343_0050,14,70
2217357_0050,19,40
2217358_0050,14,61
2217371_0050,86,58
2217374_0050,2,22
2217404_0050,14,22
2217409_0050,14,78
2217411_0050,2,89
2217412_0050,61,22
2217424_0050,29,39
2217436_0050,2,58
2217437_0050,14,29
2217438_0050,2,42
2217441_0050,4,24
2217449_0050,19,32
2217450_0050,2,33
2217451_0050,26,13
2217460_0050,14,34
2217461_0050,60,7
2217465_0050,14,41
2217469_0050,33,12
2217473_0050,33,25
2217475_0050,2,32
2217488_0050,33,20
2217490_0050,54,14
2217498_0050,56,12
2217499_0050,2,52
2217503_0050,14,36
2217508_0050,2,28
2217532_0050,14,80
2217533_0050,2,130
2217535_0050,14,41
2217536_0050,15,32
2217538_0050,19,35
2217541_0050,15,41
2217545_0050,2,34
2217546_0050,14,21
2217558_0050,2,78
2217559_0050,2,42
2217563_0050,14,74
2217568_0050,52,11
2217570_0050,2,41
2217573_0050,29,4
2217576_0050,14,48
2217581_0050,2,64
2217592_0050,176,24
2217596_0050,19,20
2217597_0050,14,41
2217600_0050,2,96
2217601_0050,1,84
2217604_0050,2,32
2217608_0050,14,55
2217615_0050,78,36
2217616_0050,13,18
2217617_0050,14,30
2217620_0050,14,58
2217625_0050,4,47
2217634_0050,14,44
2217635_0050,14,42
2217637_0050,14,94
2217641_0050,2,13
2217643_0050,14,28
2217647_0050,2,23
2217651_0050,19,37
2217653_0050,19,31
2217657_0050,62,18
2217660_0050,29,16
2217663_0050,29,36
2217667_0050,2,33
2217674_0050,14,25
2217675_0050,14,70
2217678_0050,2,75
2217679_0050,14,71
2217689_0050,14,27
2217703_0050,2,47
2217705_0050,14,90
2217706_0050,154,17
2217708_0050,15,34
2217710_0050,60,25
2217721_0050,14,50
2217724_0050,2,116
2217734_0050,61,10
2217742_0050,2,27
2217746_0050,29,10
2217750_0050,15,25
2217756_0050,19,59
2217758_0050,92,50
2217773_0050,14,40
2217776_0050,61,12
2217778_0050,61,41
2217783_0050,19,26
2217787_0050,19,41
2217792_0050,12,40
2217802_0050,2,37
2217811_0050,5,59
2217813_0050,14,61
2217819_0050,14,29
2217826_0050,43,19
2217827_0050,14,41
2217838_0050,2,36
2217851_0050,61,34
2217857_0050,14,31
2217859_0050,2,68
2217869_0050,14,17
2217872_0050,14,42
2217876_0050,14,88
2217878_0050,19,37
2217888_0050,14,32
2217889_0050,5,49
2217890_0050,14,70
2217893_0050,15,44
2217898_0050,14,34
2217900_0050,14,80
2217901_0050,2,55
2217902_0050,2,55
2217909_0050,14,27
2217910_0050,60,12
2217919_0050,19,22
2217922_0050,61,25
2217926_0050,33,43
2217927_0050,60,7
2217928_0050,14,31
2217935_0050,2,45
2217938_0050,33,23
2217953_0050,4,33
2217959_0050,11,30
2217963_0050,33,40
2217967_0050,61,9
2217970_0050,14,39
2217986_0050,14,19
2217988_0050,19,53
2217993_0050,14,20
2218003_0050,4,68
2218005_0050,14,48
2218027_0050,58,27
2218028_0050,61,25
2218031_0050,33,17
2218033_0050,14,80
2218039_0050,19,16
2218041_0050,56,24
2218043_0050,19,23
2218056_0050,14,41
2218062_0050,2,21
2218068_0050,15,24
2218071_0050,2,47
2218072_0050,14,69
2218075_0050,2,111
2218079_0050,61,5
2218081_0050,2,38
2218084_0050,12,17
2218086_0050,2,56
2218089_0050,15,32
2218091_0050,2,43
2218100_0050,19,41
2218102_0050,14,36
2218103_0050,2,45
2218106_0050,4,50
2218107_0050,14,39
2218108_0050,2,63
2218119_0050,2,45
2218130_0050,60,12
2218134_0050,19,25
2218135_0050,14,25
2218138_0050,2,46
2218140_0050,19,27
2218147_0050,33,19
2218151_0050,2,51
2218157_0050,14,64
2218161_0050,2,72
2218164_0050,2,45
2218168_0050,14,31
2218169_0050,14,40
2218174_0050,14,30
2218175_0050,14,43
2218178_0050,15,40
2218184_0050,2,68
2218190_0050,14,44
2218194_0050,14,41
2218195_0050,14,14
2218197_0050,61,75
2218198_0050,14,88
2218202_0050,13,59
2218209_0050,14,49
2218214_0050,14,52
2218216_0050,78,40
2218221_0050,2,71
2218228_0050,2,23
2218233_0050,5,56
2218240_0050,18,9
2218241_0050,14,47
2218244_0050,14,77
2218251_0050,14,25
2218253_0050,2,16
2218260_0050,19,44
2218263_0050,36,22
2218268_0050,4,20
2218272_0050,14,75
2218276_0050,19,58
2218278_0050,14,32
2218281_0050,14,84
2218284_0050,2,20
2218287_0050,19,29
2218289_0050,14,40
2218293_0050,60,31
2218296_0050,14,35
2218299_0050,33,28
2218306_0050,62,11
2218307_0050,14,71
2218315_0050,19,21
2218324_0050,15,39
2218325_0050,15,43
2218331_0050,14,76
2218348_0050,15,84
2218353_0050,2,47
2218356_0050,61,91
2218357_0050,14,53
2218371_0050,20,15
2218373_0050,14,75
2218374_0050,19,56
2218375_0050,14,26
2218377_0050,15,18
2218378_0050,14,52
2218380_0050,29,23
2218400_0050,60,17
2218403_0050,14,27
2218408_0050,14,20
2218410_0050,33,20
2218416_0050,9,35
2218417_0050,4,11
2218419_0050,14,37
2218423_0050,32,7
2218424_0050,4,19
2218428_0050,29,31
2218430_0050,14,67
2218433_0050,14,51
2218438_0050,14,72
2218439_0050,61,54
2218443_0050,2,57
2218447_0050,5,22
2218452_0050,19,22
2218456_0050,2,62
2218458_0050,19,14
2218460_0050,29,9
2218478_0050,14,67
2218484_0050,15,36
2218486_0050,78,14
2218495_0050,145,36
2218498_0050,14,25
2218512_0050,15,11
2218522_0050,33,17
2218531_0050,14,55
2218532_0050,2,23
2218539_0050,2,56
2218544_0050,2,63
2218545_0050,2,22
2218552_0050,2,82
2218553_0050,14,26
2218555_0050,2,24
2218557_0050,2,44
2218563_0050,15,41
2218564_0050,19,38
2218575_0050,14,30
2218576_0050,14,42
2218587_0050,2,90
2218588_0050,2,89
2218589_0050,19,31
2218592_0050,15,40
2218594_0050,14,90
2218596_0050,14,37
2218597_0050,2,52
2218599_0050,19,39
2218602_0050,15,52
2218604_0050,14,71
2218605_0050,14,35
2218606_0050,14,21
2218611_0050,19,52
2218618_0050,7,28
2218619_0050,19,22
2218624_0050,29,22
2218633_0050,14,50
2218638_0050,2,35
2218639_0050,1,18
2218645_0050,9,18
2218653_0050,2,83
2218664_0050,19,47
2218674_0050,76,37
2218676_0050,2,80
2218677_0050,11,26
2218684_0050,19,33
2218685_0050,11,29
2218691_0050,15,53
2218698_0050,33,26
2218701_0050,56,15
2218709_0050,62,6
2218715_0050,2,60
2218719_0050,14,35
2218725_0050,56,51
2218726_0050,2,68
2218727_0050,14,70
2218731_0050,2,62
2218736_0050,14,55
2218744_0050,2,30
2218750_0050,14,69
2218752_0050,15,55
2218755_0050,14,89
2218756_0050,2,74
2218761_0050,185,8
2218768_0050,14,28
2218772_0050,19,21
2218778_0050,92,53
2218791_0050,2,47
2218792_0050,14,65
2218796_0050,2,22
2218800_0050,14,37
2218801_0050,19,22
2218805_0050,14,45
2218806_0050,14,46
2218813_0050,4,25
2218828_0050,1,77
2218834_0050,29,13
2218836_0050,15,22
2218839_0050,62,8
2218842_0050,2,39
2218857_0050,14,59
2218859_0050,14,57
2218860_0050,2,35
2218862_0050,14,31
2218867_0050,14,57
2218872_0050,33,14
2218879_0050,19,58
2218883_0050,4,42
2218886_0050,14,83
2218887_0050,14,20
2218889_0050,2,61
2218891_0050,2,31
2218892_0050,14,41
2218893_0050,2,36
2218894_0050,14,42
2218898_0050,2,28
2218899_0050,29,17
2218907_0050,19,33
2218913_0050,14,43
2218917_0050,9,29
2218918_0050,9,24
2218923_0050,29,10
2218924_0050,29,33
2218932_0050,19,27
2218934_0050,15,69
2218935_0050,61,19
2218947_0050,4,29
2218948_0050,2,131
2218950_0050,62,10
2218951_0050,19,33
2218955_0050,2,28
2218956_0050,14,39
2218957_0050,57,7
2218963_0050,14,73
2218969_0050,2,60
2218970_0050,2,28
2218974_0050,14,28
2218975_0050,14,10
2218978_0050,14,26
2218980_0050,14,46
2218983_0050,14,39
2218990_0050,2,26
2218996_0050,148,28
2219002_0050,2,51
2219003_0050,14,66
2219012_0050,19,39
2219016_0050,14,42
2219025_0050,14,31
2219026_0050,14,63
2219027_0050,19,72
2219035_0050,15,43
2219037_0050,15,15
2219038_0050,33,17
2219047_0050,15,39
2219061_0050,15,63
2219065_0050,2,7
2219073_0050,14,25
2219077_0050,2,46
2219079_0050,2,53
2219082_0050,2,32
2219084_0050,14,53
2219090_0050,14,28
2219092_0050,4,19
2219094_0050,5,30
2219099_0050,61,51
2219100_0050,15,12
2219106_0050,14,43
2219110_0050,14,48
2219112_0050,61,22
2219115_0050,15,65
2219122_0050,33,5
2219123_0050,15,84
2219127_0050,15,37
2219131_0050,19,61
2219142_0050,15,32
2219146_0050,2,68
2219151_0050,14,27
2219152_0050,2,106
2219156_0050,2,70
2219164_0050,14,47
2219165_0050,14,23
2219166_0050,61,50
2219170_0050,14,20
2219172_0050,33,29
2219178_0050,33,29
2219180_0050,61,45
2219184_0050,56,15
2219185_0050,29,18
2219195_0050,5,21
2219197_0050,19,23
2219199_0050,19,74
2219202_0050,60,11
2219215_0050,14,28
2219218_0050,15,45
2219221_0050,4,49
2219237_0050,2,32
2219242_0050,2,23
2219246_0050,4,68
2219252_0050,81,60
2219253_0050,14,33
2219255_0050,14,21
2219256_0050,14,32
2219258_0050,61,10
2219260_0050,2,23
2219262_0050,14,35
2219271_0050,2,35
2219274_0050,148,8
2219276_0050,14,46
2219279_0050,2,30
2219284_0050,14,35
2219285_0050,60,21
2219286_0050,61,16
2219288_0050,2,31
2219291_0050,19,19
2219294_0050,14,75
2219299_0050,96,46
2219300_0050,2,42
2219302_0050,2,27
2219305_0050,13,23
2219316_0050,15,31
2219318_0050,2,44
2219319_0050,15,57
2219322_0050,4,27
2219327_0050,92,16
2219333_0050,2,82
2219334_0050,15,31
2219336_0050,61,16
2219340_0050,2,27
2219342_0050,14,6
2219349_0050,11,10
2219351_0050,2,26
2219357_0050,1,30
2219359_0050,43,12
2219361_0050,14,43
2219364_0050,2,59
2219365_0050,2,51
2219373_0050,14,29
2219380_0050,14,35
2219384_0050,14,35
2219394_0050,14,39
2219399_0050,61,24
2219403_0050,19,30
2219411_0050,14,50
2219416_0050,60,14
2219424_0050,61,15
2219427_0050,14,43
2219436_0050,12,14
2219437_0050,9,34
2219439_0050,14,16
2219444_0050,29,71
2219447_0050,14,90
2219465_0050,4,43
2219478_0050,2,33
2219482_0050,14,42
2219491_0050,15,40
2219493_0050,14,65
2219502_0050,4,48
2219511_0050,2,10
2219515_0050,61,7
2219539_0050,7,32
2219553_0050,19,29
2219555_0050,4,31
2219556_0050,14,24
2219561_0050,5,32
2219571_0050,2,24
2219573_0050,2,29
2219577_0050,14,28
2219584_0050,19,30
2219586_0050,15,24
2219591_0050,56,15
2219595_0050,19,19
2219601_0050,2,35
2219603_0050,14,37
2219604_0050,14,111
2219608_0050,14,30
2219610_0050,2,80
2219613_0050,14,80
2219615_0050,61,78
2219619_0050,61,35
2219620_0050,14,94
2219624_0050,14,51
2219628_0050,9,32
2219633_0050,4,38
2219635_0050,14,79
2219636_0050,14,42
2219663_0050,29,21
2219665_0050,61,11
2219667_0050,2,107
2219670_0050,4,24
2219672_0050,2,37
2219675_0050,62,45
2219680_0050,15,38
2219682_0050,2,29
2219683_0050,14,22
2219688_0050,2,57
2219703_0050,14,25
2219713_0050,15,38
2219719_0050,14,60
2219724_0050,61,56
2219727_0050,14,20
2219728_0050,19,91
2219733_0050,19,21
2219734_0050,15,36
2219735_0050,61,27
2219742_0050,14,17
2219746_0050,29,15
2219747_0050,56,14
2219748_0050,14,33
2219754_0050,2,35
2219757_0050,33,54
2219760_0050,14,60
2219761_0050,36,19
2219765_0050,2,49
2219781_0050,14,23
2219782_0050,2,19
2219784_0050,19,50
2219785_0050,2,82
2219791_0050,5,23
2219797_0050,61,15
2219804_0050,14,26
2219805_0050,82,17
2219806_0050,14,18
2219812_0050,14,33
2219814_0050,4,27
2219821_0050,15,69
2219838_0050,19,37
2219848_0050,14,32
2219853_0050,5,19
2219861_0050,2,22
2219863_0050,2,16
2219866_0050,2,96
2219867_0050,15,27
2219868_0050,14,25
2219873_0050,2,96
2219877_0050,23,18
2219878_0050,2,43
2219882_0050,5,11
2219893_0050,14,42
2219894_0050,14,73
2219895_0050,96,60
2219901_0050,14,37
2219907_0050,14,68
2219920_0050,15,83
2219924_0050,1,18
2219940_0050,60,21
2219943_0050,19,43
2219945_0050,2,46
2219952_0050,15,68
2219957_0050,14,54
2219958_0050,2,56
2219964_0050,2,25
2219965_0050,2,79
2219966_0050,19,48
2219968_0050,15,67
2219974_0050,19,23
2219978_0050,60,22
2219986_0050,4,129
2219987_0050,61,11
2219988_0050,2,42
2219990_0050,19,92
2219991_0050,2,39
2219998_0050,9,43
2220002_0050,14,36
2220010_0050,14,92
2220027_0050,60,30
2220029_0050,19,41
2220031_0050,2,38
2220033_0050,15,62
2220036_0050,2,42
2220048_0050,61,8
2220050_0050,2,53
2220054_0050,61,22
2220058_0050,2,38
2220061_0050,2,34
2220062_0050,14,59
2220065_0050,62,21
2220066_0050,15,34
2220068_0050,14,85
2220069_0050,19,51
2220073_0050,14,56
2220076_0050,2,77
2220083_0050,14,48
2220095_0050,2,74
2220097_0050,2,129
2220099_0050,14,37
2220103_0050,14,41
2220110_0050,54,30
2220115_0050,2,37
2220117_0050,14,47
2220122_0050,4,47
2220126_0050,2,26
2220127_0050,15,43
2220131_0050,14,32
2220132_0050,2,43
2220135_0050,15,73
2220138_0050,15,25
2220142_0050,61,8
2220143_0050,14,79
2220147_0050,29,14
2220148_0050,14,28
2220151_0050,61,51
2220163_0050,14,41
2220165_0050,14,57
2220166_0050,14,30
2220170_0050,14,55
2220173_0050,14,13
2220180_0050,2,55
2220186_0050,14,89
2220195_0050,2,29
2220196_0050,2,49
2220213_0050,2,36
2220216_0050,2,20
2220219_0050,62,11
2220221_0050,29,24
2220223_0050,2,12
2220230_0050,14,38
2220231_0050,15,57
2220242_0050,19,22
2220243_0050,2,33
2220244_0050,14,16
2220258_0050,14,41
2220259_0050,2,42
2220273_0050,2,46
2220274_0050,2,83
2220282_0050,15,59
2220288_0050,19,62
2220294_0050,60,7
2220299_0050,9,40
2220300_0050,61,19
2220304_0050,14,76
2220308_0050,61,32
2220313_0050,14,31
2220319_0050,33,24
2220320_0050,14,34
2220322_0050,2,31
2220330_0050,19,51
2220333_0050,2,28
2220335_0050,15,16
2220343_0050,14,39
2220348_0050,14,26
2220349_0050,61,26
2220357_0050,14,16
2220363_0050,14,42
2220364_0050,2,41
2220368_0050,14,30
2220371_0050,2,49
2220376_0050,33,11
2220378_0050,2,33
2220380_0050,61,25
2220388_0050,33,28
2220393_0050,2,37
2220398_0050,15,23
2220403_0050,14,28
2220404_0050,14,46
2220406_0050,4,104
2220410_0050,14,24
2220418_0050,14,88
2220422_0050,2,107
2220425_0050,19,23
2220427_0050,61,14
2220433_0050,62,17
2220441_0050,2,20
2220448_0050,61,26
2220467_0050,14,42
2220472_0050,14,44
2220474_0050,2,32
2220476_0050,14,60
2220482_0050,19,25
2220493_0050,96,60
2220494_0050,14,42
2220496_0050,14,51
2220498_0050,19,40
2220506_0050,14,106
2220509_0050,14,44
2220519_0050,60,20
2220520_0050,2,41
2220526_0050,2,80
2220531_0050,56,11
2220532_0050,2,53
2220535_0050,2,29
2220543_0050,14,32
2220546_0050,14,59
2220555_0050,19,48
2220556_0050,14,46
2220557_0050,2,22
2220562_0050,14,94
2220564_0050,19,38
2220574_0050,2,33
2220582_0050,14,38
2220586_0050,19,43
2220588_0050,14,37
2220593_0050,19,23
2220595_0050,2,17
2220599_0050,86,50
2220602_0050,33,20
2220605_0050,2,79
2220608_0050,2,39
2220609_0050,14,86
2220611_0050,14,70
2220617_0050,14,74
2220619_0050,14,16
2220620_0050,2,76
2220622_0050,2,29
2220633_0050,14,43
2220643_0050,14,85
2220645_0050,19,40
2220649_0050,14,30
2220650_0050,2,30
2220663_0050,2,90
2220669_0050,15,19
2220674_0050,14,52
2220691_0050,2,68
2220692_0050,61,76
2220696_0050,61,12
2220704_0050,19,23
2220712_0050,2,43
2220715_0050,2,64
2220721_0050,19,48
2220723_0050,43,14
2220724_0050,2,48
2220727_0050,2,76
2220729_0050,15,24
2220732_0050,14,25
2220734_0050,61,11
2220740_0050,14,38
2220751_0050,33,16
2220755_0050,2,87
2220756_0050,14,70
2220766_0050,14,17
2220773_0050,7,25
2220775_0050,2,20
2220778_0050,2,54
2220779_0050,145,17
2220781_0050,2,39
2220782_0050,14,44
2220789_0050,61,5
2220790_0050,2,58
2220800_0050,2,37
2220807_0050,2,63
2220808_0050,2,57
2220810_0050,2,41
2220814_0050,2,26
2220817_0050,14,75
2220823_0050,14,84
2220827_0050,12,62
2220831_0050,14,28
2220833_0050,14,24
2220837_0050,2,86
2220840_0050,61,94
2220844_0050,9,49
2220852_0050,14,49
2220855_0050,12,33
2220861_0050,2,83
2220868_0050,2,70
2220873_0050,14,29
2220876_0050,60,12
2220877_0050,61,39
2220887_0050,15,46
2220891_0050,19,53
2220894_0050,18,23
2220897_0050,15,30
2220901_0050,38,9
2220912_0050,14,101
2220916_0050,14,34
2220918_0050,5,72
2220923_0050,14,59
2220925_0050,14,33
2220932_0050,2,22
2220948_0050,14,68
2220949_0050,4,46
2220950_0050,4,62
2220952_0050,2,90
2220955_0050,2,67
2220956_0050,19,33
2220958_0050,33,27
2220966_0050,45,17
2220975_0050,2,26
2220980_0050,4,47
2220981_0050,2,57
2220982_0050,14,41
2220985_0050,62,16
2220989_0050,33,17
2220991_0050,14,14
2221000_0050,61,15
2221003_0050,61,21
2221019_0050,4,52
2221022_0050,14,60
2221033_0050,2,32
2221035_0050,29,27
2221042_0050,62,92
2221047_0050,14,35
2221048_0050,2,30
2221051_0050,15,43
2221053_0050,29,13
2221061_0050,5,40
2221064_0050,2,41
2221080_0050,14,29
2221081_0050,29,10
2221092_0050,88,19
2221098_0050,14,22
2221100_0050,33,12
2221101_0050,19,49
2221109_0050,2,85
2221110_0050,19,24
2221115_0050,14,95
2221118_0050,14,32
2221119_0050,4,13
2221126_0050,14,30
2221129_0050,19,39
2221136_0050,4,14
2221137_0050,4,81
2221140_0050,14,37
2221149_0050,33,26
2221158_0050,60,19
2221164_0050,9,23
2221172_0050,62,7
2221180_0050,2,65
2221185_0050,2,97
2221189_0050,29,42
2221193_0050,14,26
2221195_0050,19,72
2221197_0050,14,28
2221201_0050,14,65
2221209_0050,15,39
2221212_0050,19,35
2221213_0050,19,33
2221214_0050,14,18
2221226_0050,60,39
2221232_0050,14,34
2221244_0050,15,23
2221249_0050,2,24
2221250_0050,2,47
2221254_0050,19,39
2221255_0050,14,42
2221257_0050,14,48
2221260_0050,14,27
2221274_0050,15,38
2221288_0050,36,4
2221307_0050,60,15
2221310_0050,14,42
2221311_0050,14,45
2221317_0050,9,23
2221318_0050,14,92
2221320_0050,2,25
2221322_0050,14,35
2221332_0050,14,37
